seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
IV	821149	821149	1	+	1	5	1	1	0	2	1	Promoter	4	821295	825776	4482	1	YDR180W	YDR180W_mRNA	-146
IV	827529	827582	54	+	7	96	0.31	54	-12.88	-0.47	0.12	Promoter	4	827582	829057	1476	1	YDR182W	YDR182W_mRNA	0
IV	829515	829539	25	+	2	22	0.82	25	-7.64	1.32	0.32	Promoter	4	829585	830277	693	1	YDR183W	YDR183W_mRNA	-46
IV	829564	829599	36	+	4	22	0.45	36	-6.05	0.14	0.07	Promoter	4	829585	830277	693	1	YDR183W	YDR183W_mRNA	0
IV	836164	836164	1	+	1	4	1	1	0	2	1	Promoter	4	836421	838061	1641	1	YDR188W	YDR188W_mRNA	-257
IV	836373	836384	12	+	3	20	0.35	12	-1.05	0.42	0	Promoter	4	836421	838061	1641	1	YDR188W	YDR188W_mRNA	-37
IV	838328	838353	26	+	4	33	0.39	26	1.44	0.08	0.04	Promoter	4	838392	840392	2001	1	YDR189W	YDR189W_mRNA	-39
IV	848360	848364	5	+	2	18	0.61	5	-0.44	1.04	0.04	Promoter	4	848599	850200	1602	1	YDR195W	YDR195W_mRNA	-235
IV	851195	851195	1	+	1	11	1	1	0	2	1	Promoter	4	851228	852397	1170	1	YDR197W	YDR197W_mRNA	-33
IV	856270	856317	48	+	7	55	0.22	48	3.5	-0.7	0.04	Promoter	4	856317	856814	498	1	YDR201W	YDR201W_mRNA	0
IV	858096	858125	30	+	5	31	0.35	30	-1.05	-0.22	0.04	Promoter	4	858137	859144	1008	1	YDR204W	YDR204W_mRNA	-12
IV	859325	859348	24	+	2	9	0.56	24	-1.28	1.01	0.01	Promoter	4	859346	861520	2175	1	YDR205W	YDR205W_mRNA	0
IV	861707	861716	10	+	2	13	0.62	10	-1.04	1.04	0.04	Promoter	4	862054	864708	2655	1	YDR206W	YDR206W_mRNA	-338
IV	868034	868057	24	+	3	43	0.6	24	8.15	0.72	0.19	Promoter	4	868224	870563	2340	1	YDR208W	YDR208W_mRNA	-167
IV	868100	868106	7	+	2	23	0.83	7	-1.96	1.33	0.33	Promoter	4	868224	870563	2340	1	YDR208W	YDR208W_mRNA	-118
IV	871038	871058	21	+	4	21	0.43	21	-1.62	0.11	0.05	Promoter	4	871074	871301	228	1	YDR210W	YDR210W_mRNA	-16
IV	872061	872061	1	+	1	6	1	1	0	2	1	Promoter	4	872112	873428	1317	1	YDR210W-A	YDR210W-A	-51
IV	884688	884688	1	+	1	13	1	1	0	2	1	Promoter	4	884727	886865	2139	1	YDR211W	YDR211W_mRNA	-39
IV	887148	887164	17	+	2	28	0.57	17	-1.14	1.01	0.01	Promoter	4	887232	888911	1680	1	YDR212W	YDR212W_mRNA	-68
IV	889492	889492	1	+	1	5	1	1	0	2	1	Promoter	4	889751	892492	2742	1	YDR213W	YDR213W_mRNA	-259
IV	889532	889547	16	+	5	44	0.41	16	-2.89	-0.12	0.09	Promoter	4	889751	892492	2742	1	YDR213W	YDR213W_mRNA	-204
IV	889572	889586	15	+	3	24	0.46	15	-0.25	0.52	0.07	Promoter	4	889751	892492	2742	1	YDR213W	YDR213W_mRNA	-165
IV	892736	892759	24	+	6	59	0.53	24	2.74	-0.07	0.2	Promoter	4	892875	893927	1053	1	YDR214W	YDR214W_mRNA	-116
IV	894526	894546	21	+	3	27	0.48	21	3.33	0.55	0.09	Promoter	4	895035	899006	3972	1	YDR216W	YDR216W_mRNA	-489
IV	894646	894646	1	+	1	4	1	1	0	2	1	Promoter	4	895035	899006	3972	1	YDR216W	YDR216W_mRNA	-389
IV	894678	894715	38	+	3	17	0.41	38	4.85	0.45	0.02	Promoter	4	895035	899006	3972	1	YDR216W	YDR216W_mRNA	-320
IV	894813	894813	1	+	1	5	1	1	0	2	1	Promoter	4	895035	899006	3972	1	YDR216W	YDR216W_mRNA	-222
IV	907304	907304	1	+	1	4	1	1	0	2	1	Promoter	4	907330	909438	2109	1	YDR221W	YDR221W_mRNA	-26
IV	907330	907335	6	+	2	23	0.65	6	0.76	1.07	0.07	Promoter	4	907330	909438	2109	1	YDR221W	YDR221W_mRNA	0
IV	909915	909915	1	+	1	6	1	1	0	2	1	Promoter	4	910054	911301	1248	1	YDR222W	YDR222W_mRNA	-139
IV	910014	910018	5	+	2	16	0.69	5	-0.75	1.1	0.1	Promoter	4	910054	911301	1248	1	YDR222W	YDR222W_mRNA	-36
IV	911811	911811	1	+	1	7	1	1	0	2	1	Promoter	4	912099	913502	1404	1	YDR223W	YDR223W_mRNA	-288
IV	915419	915462	44	+	11	275	0.35	44	10.64	-0.82	0.19	Promoter	4	915530	915928	399	1	YDR225W	YDR225W_mRNA	-68
IV	915490	915536	47	+	4	26	0.31	47	0.77	0.02	0.01	Promoter	4	915530	915928	399	1	YDR225W	YDR225W_mRNA	0
IV	915593	915593	1	+	1	5	1	1	0	2	1	Promoter	4	915530	915928	399	1	YDR225W	YDR225W_mRNA	63
IV	915695	915695	1	+	1	6	1	1	0	2	1	Exon (YDR225W_mRNA/YDR225W, exon 1 of 1)	4	915530	915928	399	1	YDR225W	YDR225W_mRNA	165
IV	916417	916465	49	+	9	96	0.21	49	1.64	-0.99	0.06	Promoter	4	916486	917154	669	1	YDR226W	YDR226W_mRNA	-21
IV	917446	917454	9	+	2	13	0.62	9	-0.92	1.04	0.04	Promoter	4	917571	921647	4077	1	YDR227W	YDR227W_mRNA	-117
IV	917483	917483	1	+	1	4	1	1	0	2	1	Promoter	4	917571	921647	4077	1	YDR227W	YDR227W_mRNA	-88
IV	924644	924644	1	+	1	7	1	1	0	2	1	Promoter	4	924785	926146	1362	1	YDR229W	YDR229W_mRNA	-141
IV	924684	924707	24	+	5	37	0.35	24	-4.12	-0.23	0.04	Promoter	4	924785	926146	1362	1	YDR229W	YDR229W_mRNA	-78
IV	927204	927204	1	+	1	6	1	1	0	2	1	Promoter	4	927452	929098	1647	1	YDR232W	YDR232W_mRNA	-248
IV	927432	927432	1	+	1	4	1	1	0	2	1	Promoter	4	927452	929098	1647	1	YDR232W	YDR232W_mRNA	-20
IV	931102	931102	1	+	1	6	1	1	0	2	1	Promoter	4	931129	933210	2082	1	YDR234W	YDR234W_mRNA	-27
IV	931628	931628	1	+	1	7	1	1	0	2	1	Exon (YDR234W_mRNA/YDR234W, exon 1 of 1)	4	931129	933210	2082	1	YDR234W	YDR234W_mRNA	499
IV	933481	933504	24	+	3	22	0.5	24	2.18	0.53	0.07	Promoter	4	933504	935138	1635	1	YDR235W	YDR235W_mRNA	0
IV	936461	936486	26	+	5	26	0.31	26	1.58	-0.26	0.03	Promoter	4	936615	937493	879	1	YDR237W	YDR237W_mRNA	-129
IV	945294	945355	62	+	6	55	0.29	62	-4.41	-0.46	0.05	Exon (YDR241W_mRNA/YDR241W, exon 1 of 1)	4	945151	945438	288	1	YDR241W	YDR241W_mRNA	143
IV	946703	946717	15	+	2	11	0.55	15	0.64	1.01	0.01	Promoter	4	946807	948456	1650	1	YDR242W	YDR242W_mRNA	-90
IV	950538	950541	4	+	2	23	0.52	4	-0.07	1	0	Promoter	4	950563	952401	1839	1	YDR244W	YDR244W_mRNA	-22
IV	952699	952739	41	+	7	95	0.42	41	3.05	-0.32	0.17	Promoter	4	952800	953981	1182	1	YDR245W	YDR245W_mRNA	-61
IV	952779	952783	5	+	2	9	0.56	5	0.22	1.01	0.01	Promoter	4	952800	953981	1182	1	YDR245W	YDR245W_mRNA	-17
IV	954253	954294	42	+	7	63	0.33	42	4.33	-0.61	0.07	Promoter	4	954288	954947	660	1	YDR246W	YDR246W_mRNA	0
IV	954506	954506	1	+	1	4	1	1	0	2	1	Exon (YDR246W_mRNA/YDR246W, exon 1 of 1)	4	954288	954947	660	1	YDR246W	YDR246W_mRNA	218
IV	955657	955657	1	+	1	12	1	1	0	2	1	Promoter	4	956013	957398	1386	1	YDR247W	YDR247W_mRNA	-356
IV	955735	955741	7	+	2	8	0.5	7	0	1	0	Promoter	4	956013	957398	1386	1	YDR247W	YDR247W_mRNA	-272
IV	960305	960326	22	+	4	20	0.3	22	-3.6	0.03	0.01	Promoter	4	960614	963106	2493	1	YDR251W	YDR251W_mRNA	-288
IV	960351	960371	21	+	2	11	0.55	21	0.91	1.01	0.01	Promoter	4	960086	960361	276	2	YDR250C	YDR250C_mRNA	0
IV	963404	963404	1	+	1	4	1	1	0	2	1	Promoter	4	963412	963861	450	1	YDR252W	YDR252W_mRNA	-8
IV	965032	965032	1	+	1	4	1	1	0	2	1	Promoter	4	965113	966489	1377	1	YDR254W	YDR254W_mRNA	-81
IV	965059	965059	1	+	1	6	1	1	0	2	1	Promoter	4	965113	966489	1377	1	YDR254W	YDR254W_mRNA	-54
IV	981411	981411	1	+	1	4	1	1	0	2	1	Promoter	4	981462	982778	1317	1	YDR261W-A	YDR261W-A	-51
IV	981967	981967	1	+	1	4	1	1	0	2	1	Exon (YDR261W-B/YDR261W-B, exon 1 of 1)	4	981462	986775	5314	1	YDR261W-B	YDR261W-B	505
IV	982188	982188	1	+	1	6	1	1	0	2	1	Exon (YDR261W-B/YDR261W-B, exon 1 of 1)	4	981462	986775	5314	1	YDR261W-B	YDR261W-B	726
IV	982628	982628	1	+	1	5	1	1	0	2	1	Exon (YDR261W-B/YDR261W-B, exon 1 of 1)	4	981462	986775	5314	1	YDR261W-B	YDR261W-B	1166
IV	993123	993134	12	+	4	35	0.43	12	-0.93	0.17	0.08	Promoter	4	993134	993952	819	1	YDR262W	YDR262W_mRNA	0
IV	993187	993187	1	+	1	6	1	1	0	2	1	Promoter	4	993134	993952	819	1	YDR262W	YDR262W_mRNA	53
IV	998832	998838	7	+	2	11	0.55	7	0.27	1.01	0.01	Promoter	4	998864	999877	1014	1	YDR265W	YDR265W_mRNA	-26
IV	1005588	1005618	31	+	4	26	0.35	31	-2.88	0.04	0.02	Promoter	4	1005675	1008689	3015	1	YDR270W	YDR270W_mRNA	-57
IV	1008944	1008973	30	+	7	85	0.29	30	1.38	-0.6	0.07	Promoter	4	1009010	1009834	825	1	YDR272W	YDR272W_mRNA	-37
IV	1011573	1011620	48	+	6	79	0.41	48	-8.47	-0.27	0.12	Promoter	4	1012252	1012959	708	1	YDR275W	YDR275W_mRNA	-632
IV	1012155	1012155	1	+	1	5	1	1	0	2	1	Promoter	4	1012252	1012959	708	1	YDR275W	YDR275W_mRNA	-97
IV	1012768	1012768	1	+	1	4	1	1	0	2	1	Exon (YDR275W_mRNA/YDR275W, exon 1 of 1)	4	1012252	1012959	708	1	YDR275W	YDR275W_mRNA	516
IV	1019301	1019301	1	+	1	10	1	1	0	2	1	Promoter	4	1019368	1020420	1053	1	YDR279W	YDR279W_mRNA	-67
IV	1020592	1020639	48	+	9	62	0.21	48	-2.29	-1.02	0.05	Promoter	4	1020747	1021664	918	1	YDR280W	YDR280W_mRNA	-108
IV	1020667	1020696	30	+	6	36	0.25	30	-1.94	-0.51	0.03	Promoter	4	1020747	1021664	918	1	YDR280W	YDR280W_mRNA	-51
IV	1031906	1031906	1	+	1	4	1	1	0	2	1	Promoter	4	1032436	1035063	2628	1	YDR285W	YDR285W_mRNA	-530
IV	1035783	1035783	1	+	1	5	1	1	0	2	1	Promoter	4	1035995	1036873	879	1	YDR287W	YDR287W_mRNA	-212
IV	1035989	1035989	1	+	1	6	1	1	0	2	1	Promoter	4	1035995	1036873	879	1	YDR287W	YDR287W_mRNA	-6
IV	1037141	1037171	31	+	4	34	0.44	31	-2.21	0.13	0.07	Promoter	4	1037195	1038106	912	1	YDR288W	YDR288W_mRNA	-24
IV	1039709	1039730	22	+	2	22	0.64	22	2.86	1.05	0.05	Promoter	4	1039728	1042961	3234	1	YDR291W	YDR291W_mRNA	0
IV	1055146	1055181	36	+	7	65	0.54	36	-2.01	-0.16	0.23	Promoter	4	1055212	1055892	681	1	YDR296W	YDR296W_mRNA	-31
IV	1056515	1056529	15	+	4	34	0.41	15	1.15	0.11	0.05	Promoter	4	1056551	1057600	1050	1	YDR297W	YDR297W_mRNA	-22
IV	1059545	1059614	70	+	19	359	0.13	70	2.59	-1.95	0.07	Promoter	4	1059627	1061231	1605	1	YDR299W	YDR299W_mRNA	-13
IV	1063277	1063309	33	+	4	25	0.36	33	-0.04	0.05	0.02	Promoter	4	1063352	1067425	4074	1	YDR301W	YDR301W_mRNA	-43
IV	1067660	1067660	1	+	1	4	1	1	0	2	1	Promoter	4	1067731	1068390	660	1	YDR302W	YDR302W_mRNA	-71
IV	1067688	1067706	19	+	2	17	0.53	19	-0.53	1	0	Promoter	4	1067731	1068390	660	1	YDR302W	YDR302W_mRNA	-25
IV	1085029	1085057	29	+	4	28	0.29	29	-3.43	0.01	0.01	Promoter	4	1085065	1086993	1929	1	YDR311W	YDR311W_mRNA	-8
IV	1087532	1087549	18	+	2	23	0.52	18	0.37	1	0	Promoter	4	1087581	1088942	1362	1	YDR312W	YDR312W_mRNA	-32
IV	1093726	1093759	34	+	5	81	0.35	34	-1.08	-0.2	0.05	Promoter	4	1093763	1095178	1416	1	YDR316W	YDR316W_mRNA	-4
IV	1095638	1095638	1	+	1	4	1	1	0	2	1	Promoter	4	1096064	1097386	1323	1	YDR316W-A	YDR316W-A	-426
IV	1103686	1103773	88	+	15	130	0.17	88	-2.48	-1.67	0.06	Promoter	4	1103758	1104947	1190	1	YDR318W	YDR318W_mRNA	0
IV	1108661	1108680	20	+	3	25	0.44	20	-0.66	0.48	0.04	Promoter	4	1108702	1109847	1146	1	YDR321W	YDR321W_mRNA	-22
IV	1110563	1110581	19	+	3	34	0.41	19	0.97	0.47	0.04	Promoter	4	1110589	1111692	1104	1	YDR322W	YDR322W_mRNA	-8
IV	1117095	1117117	23	+	2	19	0.79	23	6.37	1.26	0.26	Promoter	4	1117126	1120233	3108	1	YDR325W	YDR325W_mRNA	-9
IV	1127794	1127840	47	+	9	43	0.16	47	0.44	-1.13	0.01	Promoter	4	1127872	1129374	1503	1	YDR330W	YDR330W_mRNA	-32
IV	1129549	1129558	10	+	2	13	0.69	10	1.73	1.11	0.11	Promoter	4	1129588	1130823	1236	1	YDR331W	YDR331W_mRNA	-30
IV	1130979	1130979	1	+	1	7	1	1	0	2	1	Promoter	4	1131001	1133070	2070	1	YDR332W	YDR332W_mRNA	-22
IV	1135723	1135723	1	+	1	4	1	1	0	2	1	Promoter	4	1135932	1140476	4545	1	YDR334W	YDR334W_mRNA	-209
IV	1135775	1135775	1	+	1	4	1	1	0	2	1	Promoter	4	1135932	1140476	4545	1	YDR334W	YDR334W_mRNA	-157
IV	1139722	1139722	1	+	1	4	1	1	0	2	1	Exon (YDR334W_mRNA/YDR334W, exon 1 of 1)	4	1141168	1144842	3675	1	YDR335W	YDR335W_mRNA	-1446
IV	1140797	1140832	36	+	13	231	0.19	36	-2.64	-1.32	0.1	Promoter	4	1141168	1144842	3675	1	YDR335W	YDR335W_mRNA	-336
IV	1145085	1145085	1	+	1	6	1	1	0	2	1	Promoter	4	1145092	1146036	945	1	YDR336W	YDR336W_mRNA	-7
IV	1146227	1146227	1	+	1	6	1	1	0	2	1	Promoter	4	1146319	1147179	861	1	YDR337W	YDR337W_mRNA	-92
IV	1146266	1146276	11	+	4	66	0.61	11	-1.71	0.46	0.23	Promoter	4	1146319	1147179	861	1	YDR337W	YDR337W_mRNA	-43
IV	1146305	1146305	1	+	1	4	1	1	0	2	1	Promoter	4	1146319	1147179	861	1	YDR337W	YDR337W_mRNA	-14
IV	1169114	1169114	1	+	1	7	1	1	0	2	1	Promoter	4	1169178	1170143	966	1	YDR347W	YDR347W_mRNA	-64
IV	1175029	1175029	1	+	1	10	1	1	0	2	1	Promoter	4	1175829	1175901	73	1	tM(CAU)D	tM(CAU)D_tRNA	-800
IV	1175078	1175078	1	+	1	5	1	1	0	2	1	Promoter	4	1175829	1175901	73	1	tM(CAU)D	tM(CAU)D_tRNA	-751
IV	1178445	1178445	1	+	1	16	1	1	0	2	1	Promoter	4	1178666	1181260	2595	1	YDR351W	YDR351W_mRNA	-221
IV	1181633	1181633	1	+	1	7	1	1	0	2	1	Promoter	4	1181801	1182754	954	1	YDR352W	YDR352W_mRNA	-168
IV	1183207	1183253	47	+	5	62	0.47	47	12.03	-0.02	0.13	Promoter	4	1183299	1184258	960	1	YDR353W	YDR353W_mRNA	-46
IV	1184621	1184634	14	+	2	10	0.5	14	0	1	0	Promoter	4	1184747	1185889	1143	1	YDR354W	YDR354W_mRNA	-113
IV	1186037	1186052	16	+	2	11	0.64	16	-2.05	1.05	0.05	Promoter	4	1186107	1188941	2835	1	YDR356W	YDR356W_mRNA	-55
IV	1186085	1186085	1	+	1	11	1	1	0	2	1	Promoter	4	1186107	1188941	2835	1	YDR356W	YDR356W_mRNA	-22
IV	1189999	1190041	43	+	6	38	0.37	43	-2.47	-0.4	0.07	Promoter	4	1190059	1191732	1674	1	YDR358W	YDR358W_mRNA	-18
IV	1198995	1199010	16	+	3	15	0.4	16	0.83	0.43	0.01	Promoter	4	1199183	1200553	1371	1	YDR363W	YDR363W_mRNA	-173
IV	1199044	1199044	1	+	1	4	1	1	0	2	1	Promoter	4	1199183	1200553	1371	1	YDR363W	YDR363W_mRNA	-139
IV	1201926	1201926	1	+	1	5	1	1	0	2	1	Downstream (<1kb)	4	1201750	1201822	73	1	tK(CUU)D1	tK(CUU)D1_tRNA	176
IV	1202008	1202008	1	+	1	7	1	1	0	2	1	Promoter	4	1202128	1202397	270	1	YDR363W-A	YDR363W-A_mRNA	-120
IV	1202089	1202134	46	+	11	240	0.21	46	-1.7	-1.11	0.1	Promoter	4	1202128	1202397	270	1	YDR363W-A	YDR363W-A_mRNA	0
IV	1202191	1202191	1	+	1	6	1	1	0	2	1	Promoter	4	1202128	1202397	270	1	YDR363W-A	YDR363W-A_mRNA	63
IV	1206944	1206944	1	+	1	9	1	1	0	2	1	Promoter	4	1206997	1208319	1323	1	YDR365W-A	YDR365W-A	-53
IV	1206978	1206981	4	+	2	26	0.54	4	0.12	1	0	Promoter	4	1206997	1208319	1323	1	YDR365W-A	YDR365W-A	-16
IV	1210923	1210923	1	+	1	4	1	1	0	2	1	Exon (YDR365W-B/YDR365W-B, exon 1 of 1)	4	1212848	1213614	767	1	YDR367W	YDR367W_mRNA	-1925
IV	1212792	1212811	20	+	2	8	0.5	20	0	1	0	Promoter	4	1212848	1213614	767	1	YDR367W	YDR367W_mRNA	-37
IV	1219335	1219388	54	+	9	67	0.28	54	-4.4	-0.9	0.09	Promoter	4	1219413	1220948	1536	1	YDR371W	YDR371W_mRNA	-25
IV	1222666	1222675	10	+	2	8	0.5	10	0	1	0	Promoter	4	1222759	1223331	573	1	YDR373W	YDR373W_mRNA	-84
IV	1222711	1222714	4	+	2	11	0.64	4	-0.41	1.05	0.05	Promoter	4	1222759	1223331	573	1	YDR373W	YDR373W_mRNA	-45
IV	1226812	1226812	1	+	1	4	1	1	0	2	1	Promoter	4	1226822	1228303	1482	1	YDR376W	YDR376W_mRNA	-10
IV	1228363	1228363	1	+	1	7	1	1	0	2	1	Promoter	4	1228611	1228916	306	1	YDR377W	YDR377W_mRNA	-248
IV	1228504	1228600	97	+	26	633	0.13	97	-2.48	-2.01	0.15	Promoter	4	1228611	1228916	306	1	YDR377W	YDR377W_mRNA	-11
IV	1228656	1228698	43	+	4	36	0.36	43	-9.22	0.1	0.05	Promoter	4	1228611	1228916	306	1	YDR377W	YDR377W_mRNA	45
IV	1228730	1228748	19	+	2	10	0.6	19	-1.8	1.03	0.03	Exon (YDR377W_mRNA/YDR377W, exon 1 of 1)	4	1228611	1228916	306	1	YDR377W	YDR377W_mRNA	119
IV	1230118	1230118	1	+	1	4	1	1	0	2	1	Promoter	4	1230167	1233196	3030	1	YDR379W	YDR379W_mRNA	-49
IV	1234110	1234110	1	+	1	8	1	1	0	2	1	Promoter	4	1234218	1236125	1908	1	YDR380W	YDR380W_mRNA	-108
IV	1234165	1234165	1	+	1	4	1	1	0	2	1	Promoter	4	1234218	1236125	1908	1	YDR380W	YDR380W_mRNA	-53
IV	1236461	1236485	25	+	5	152	0.57	25	-1.97	0.26	0.25	Promoter	4	1236558	1238004	1447	1	YDR381W	YDR381W_mRNA	-73
IV	1237724	1237724	1	+	1	13	1	1	0	2	1	Exon (YDR381W_mRNA/YDR381W, exon 2 of 2)	4	1236558	1238004	1447	1	YDR381W	YDR381W_mRNA	1166
IV	1239385	1239434	50	+	10	229	0.66	50	0.63	0.1	0.43	Promoter	4	1239492	1239824	333	1	YDR382W	YDR382W_mRNA	-58
IV	1239459	1239482	24	+	2	12	0.58	24	1.92	1.02	0.02	Promoter	4	1239492	1239824	333	1	YDR382W	YDR382W_mRNA	-10
IV	1243123	1243203	81	+	14	276	0.25	81	27.61	-1.28	0.14	Promoter	4	1243230	1245758	2529	1	YDR385W	YDR385W_mRNA	-27
IV	1246076	1246084	9	+	2	14	0.71	9	1.71	1.14	0.14	Promoter	4	1246084	1247982	1899	1	YDR386W	YDR386W_mRNA	0
IV	1250135	1250184	50	+	8	181	0.63	50	-14.15	0.14	0.38	Promoter	4	1250186	1251634	1449	1	YDR388W	YDR388W_mRNA	-2
IV	1250249	1250258	10	+	2	15	0.73	10	2.1	1.16	0.16	Promoter	4	1250186	1251634	1449	1	YDR388W	YDR388W_mRNA	63
IV	1250508	1250508	1	+	1	10	1	1	0	2	1	Exon (YDR388W_mRNA/YDR388W, exon 1 of 1)	4	1250186	1251634	1449	1	YDR388W	YDR388W_mRNA	322
IV	1252004	1252036	33	+	4	38	0.47	33	-4.89	0.18	0.09	Promoter	4	1252537	1254501	1965	1	YDR389W	YDR389W_mRNA	-501
IV	1252097	1252097	1	+	1	4	1	1	0	2	1	Promoter	4	1252537	1254501	1965	1	YDR389W	YDR389W_mRNA	-440
IV	1258327	1258327	1	+	1	8	1	1	0	2	1	Promoter	4	1258696	1259709	1014	1	YDR392W	YDR392W_mRNA	-369
IV	1258643	1258667	25	+	5	38	0.39	25	3.5	-0.16	0.07	Promoter	4	1258696	1259709	1014	1	YDR392W	YDR392W_mRNA	-29
IV	1259817	1259817	1	+	1	5	1	1	0	2	1	Promoter	4	1259901	1261271	1371	1	YDR393W	YDR393W_mRNA	-84
IV	1259871	1259884	14	+	3	19	0.37	14	-0.92	0.42	0	Promoter	4	1259901	1261271	1371	1	YDR393W	YDR393W_mRNA	-17
IV	1261546	1261593	48	+	10	77	0.23	48	5.99	-1.06	0.08	Promoter	4	1261681	1262967	1287	1	YDR394W	YDR394W_mRNA	-88
IV	1261624	1261636	13	+	4	46	0.72	13	-0.89	0.7	0.35	Promoter	4	1261681	1262967	1287	1	YDR394W	YDR394W_mRNA	-45
IV	1261674	1261683	10	+	2	9	0.56	10	0.5	1.01	0.01	Promoter	4	1261681	1262967	1287	1	YDR394W	YDR394W_mRNA	0
IV	1263185	1263216	32	+	7	50	0.24	32	-1.68	-0.66	0.05	Promoter	4	1263324	1266158	2835	1	YDR395W	YDR395W_mRNA	-108
IV	1269986	1270009	24	+	6	52	0.25	24	-1.33	-0.47	0.05	Promoter	4	1270068	1270733	666	1	YDR399W	YDR399W_mRNA	-59
IV	1270035	1270035	1	+	1	27	1	1	0	2	1	Promoter	4	1270068	1270733	666	1	YDR399W	YDR399W_mRNA	-33
IV	1270073	1270076	4	+	2	12	0.58	4	-0.25	1.02	0.02	Promoter	4	1270068	1270733	666	1	YDR399W	YDR399W_mRNA	5
IV	1271018	1271018	1	+	1	4	1	1	0	2	1	Promoter	4	1271063	1272085	1023	1	YDR400W	YDR400W_mRNA	-45
IV	1271043	1271043	1	+	1	6	1	1	0	2	1	Promoter	4	1271063	1272085	1023	1	YDR400W	YDR400W_mRNA	-20
IV	1277572	1277608	37	+	6	53	0.43	37	-1.34	-0.25	0.13	Promoter	4	1277646	1278437	792	1	YDR405W	YDR405W_mRNA	-38
IV	1294607	1294711	105	+	20	378	0.15	105	-9.97	-1.79	0.12	Promoter	4	1294693	1295400	708	1	YDR412W	YDR412W_mRNA	0
IV	1298307	1298307	1	+	1	5	1	1	0	2	1	Promoter	4	1298432	1301011	2580	1	YDR416W	YDR416W_mRNA	-125
IV	1298336	1298392	57	+	7	57	0.42	57	-2	-0.44	0.13	Promoter	4	1298432	1301011	2580	1	YDR416W	YDR416W_mRNA	-40
IV	1301544	1301544	1	+	1	4	1	1	0	2	1	Promoter	4	1301616	1302113	498	1	YDR418W	YDR418W_mRNA	-72
IV	1301576	1301616	41	+	9	192	0.39	41	-8.99	-0.6	0.18	Promoter	4	1301616	1302113	498	1	YDR418W	YDR418W_mRNA	0
IV	1303125	1303125	1	+	1	8	1	1	0	2	1	Promoter	4	1303174	1305072	1899	1	YDR419W	YDR419W_mRNA	-49
IV	1303164	1303174	11	+	2	18	0.61	11	-1.11	1.04	0.04	Promoter	4	1303174	1305072	1899	1	YDR419W	YDR419W_mRNA	0
IV	1305869	1305869	1	+	1	4	1	1	0	2	1	Distal Intergenic	4	1305630	1305712	83	1	tS(AGA)D3	tS(AGA)D3_tRNA	239
IV	1305977	1306000	24	+	4	40	0.38	24	-4.17	0.15	0.08	Promoter	4	1306267	1311675	5409	1	YDR420W	YDR420W_mRNA	-267
IV	1311950	1311950	1	+	1	5	1	1	0	2	1	Promoter	4	1312040	1314892	2853	1	YDR421W	YDR421W_mRNA	-90
IV	1311984	1311984	1	+	1	5	1	1	0	2	1	Promoter	4	1312040	1314892	2853	1	YDR421W	YDR421W_mRNA	-56
IV	1320018	1320029	12	+	3	17	0.47	12	-2.32	0.48	0.04	Promoter	4	1320064	1321941	1878	1	YDR425W	YDR425W_mRNA	-35
IV	1322166	1322179	14	+	6	78	0.37	14	0.01	-0.33	0.1	Promoter	4	1322205	1323386	1182	1	YDR427W	YDR427W_mRNA	-26
IV	1328740	1328805	66	+	15	289	0.28	66	-12.83	-1.09	0.21	Promoter	4	1328783	1330027	1245	1	YDR432W	YDR432W_mRNA	0
IV	1331141	1331157	17	+	3	31	0.48	17	-1.55	0.58	0.11	Promoter	4	1331237	1332841	1605	1	YDR434W	YDR434W_mRNA	-80
IV	1334568	1334584	17	+	4	43	0.44	17	-1.86	0.31	0.16	Promoter	4	1334821	1336953	2133	1	YDR436W	YDR436W_mRNA	-237
IV	1338031	1338031	1	+	1	4	1	1	0	2	1	Promoter	4	1338274	1339386	1113	1	YDR438W	YDR438W_mRNA	-243
IV	1338069	1338074	6	+	2	8	0.5	6	0	1	0	Promoter	4	1338274	1339386	1113	1	YDR438W	YDR438W_mRNA	-200
IV	1338211	1338226	16	+	2	22	0.73	16	-3.41	1.15	0.15	Promoter	4	1338274	1339386	1113	1	YDR438W	YDR438W_mRNA	-48
IV	1338268	1338268	1	+	1	4	1	1	0	2	1	Promoter	4	1338274	1339386	1113	1	YDR438W	YDR438W_mRNA	-6
IV	1339580	1339624	45	+	4	26	0.54	45	-3.08	0.27	0.14	Promoter	4	1339676	1340719	1044	1	YDR439W	YDR439W_mRNA	-52
IV	1342406	1342406	1	+	1	10	1	1	0	2	1	Promoter	4	1342493	1344241	1749	1	YDR440W	YDR440W_mRNA	-87
IV	1342431	1342431	1	+	1	5	1	1	0	2	1	Promoter	4	1342493	1344241	1749	1	YDR440W	YDR440W_mRNA	-62
IV	1350205	1350225	21	+	3	14	0.36	21	-1.07	0.42	0	Promoter	4	1350290	1352353	2064	1	YDR444W	YDR444W_mRNA	-65
IV	1356005	1356032	28	+	3	19	0.37	28	2.45	0.43	0.01	Promoter	4	1356065	1357369	1305	1	YDR448W	YDR448W_mRNA	-33
