seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
V	292967	292986	20	+	2	16	0.69	20	-3.56	1.1	0.1	Promoter	5	293050	294813	1764	1	YER068W	YER068W_mRNA	-64
V	295330	295389	60	+	13	155	0.17	60	-1.02	-1.48	0.06	Promoter	5	295410	298001	2592	1	YER069W	YER069W_mRNA	-21
V	295431	295532	102	+	10	129	0.27	102	1.04	-0.99	0.1	Promoter	5	295410	298001	2592	1	YER069W	YER069W_mRNA	21
V	295567	295567	1	+	1	4	1	1	0	2	1	Exon (YER069W_mRNA/YER069W, exon 1 of 1)	5	295410	298001	2592	1	YER069W	YER069W_mRNA	157
V	295620	295620	1	+	1	6	1	1	0	2	1	Exon (YER069W_mRNA/YER069W, exon 1 of 1)	5	295410	298001	2592	1	YER069W	YER069W_mRNA	210
V	298741	298741	1	+	1	4	1	1	0	2	1	Promoter	5	298950	301616	2667	1	YER070W	YER070W_mRNA	-209
V	298888	298917	30	+	10	92	0.24	30	4.15	-1.02	0.09	Promoter	5	298950	301616	2667	1	YER070W	YER070W_mRNA	-33
V	302716	302788	73	+	13	106	0.16	73	5.81	-1.56	0.04	Promoter	5	302806	303195	390	1	YER072W	YER072W_mRNA	-18
V	303508	303508	1	+	1	4	1	1	0	2	1	Promoter	5	304030	305592	1563	1	YER073W	YER073W_mRNA	-522
V	303951	303963	13	+	5	76	0.53	13	-3.75	0.16	0.21	Promoter	5	304030	305592	1563	1	YER073W	YER073W_mRNA	-67
V	305200	305200	1	+	1	4	1	1	0	2	1	Exon (YER073W_mRNA/YER073W, exon 1 of 1)	5	306323	307196	874	1	YER074W	YER074W_mRNA	-1123
V	306267	306315	49	+	8	157	0.35	49	4.8	-0.42	0.19	Promoter	5	306323	307196	874	1	YER074W	YER074W_mRNA	-8
V	306355	306358	4	+	2	9	0.56	4	0.17	1.01	0.01	Promoter	5	306323	307196	874	1	YER074W	YER074W_mRNA	32
V	307608	307639	32	+	3	18	0.44	32	-1.5	0.47	0.03	Promoter	5	307653	308123	471	1	YER074W-A	YER074W-A_mRNA	-14
V	315612	315612	1	+	1	4	1	1	0	2	1	Distal Intergenic	5	313390	313737	348	1	YER076W-A	YER076W-A_mRNA	2222
V	318843	318858	16	+	3	39	0.54	16	-1.73	0.61	0.12	Promoter	5	318920	319552	633	1	YER079W	YER079W_mRNA	-62
V	318890	318890	1	+	1	4	1	1	0	2	1	Promoter	5	318920	319552	633	1	YER079W	YER079W_mRNA	-30
V	319918	319947	30	+	6	42	0.4	30	5.93	-0.34	0.1	Promoter	5	319963	321846	1884	1	YER080W	YER080W_mRNA	-16
V	322205	322239	35	+	8	72	0.33	35	-3.6	-0.72	0.09	Promoter	5	322212	322762	551	1	SRG1	SRG1_ncRNA	0
V	322668	322668	1	+	1	4	1	1	0	2	1	Promoter	5	322686	324095	1410	1	YER081W	YER081W_mRNA	-18
V	328368	328368	1	+	1	5	1	1	0	2	1	Promoter	5	328477	330207	1731	1	YER086W	YER086W_mRNA	-109
V	328405	328438	34	+	5	40	0.48	34	6.38	-0.03	0.12	Promoter	5	328477	330207	1731	1	YER086W	YER086W_mRNA	-39
V	337896	337902	7	+	2	12	0.67	7	-1	1.08	0.08	Promoter	5	337949	339472	1524	1	YER090W	YER090W_mRNA	-47
V	342816	342857	42	+	5	53	0.34	42	3.75	-0.12	0.09	Promoter	5	342855	343232	378	1	YER092W	YER092W_mRNA	0
V	349911	349940	30	+	9	96	0.29	30	-0.26	-0.74	0.14	Promoter	5	349980	351182	1203	1	YER095W	YER095W_mRNA	-40
V	349972	350002	31	+	3	13	0.38	31	0	0.42	0.01	Promoter	5	349980	351182	1203	1	YER095W	YER095W_mRNA	0
V	355287	355287	1	+	1	10	1	1	0	2	1	Exon (YER097W_mRNA/YER097W, exon 1 of 1)	5	355140	355469	330	1	YER097W	YER097W_mRNA	147
V	359468	359491	24	+	5	53	0.49	24	0.88	0.02	0.15	Promoter	5	359562	360314	753	1	YER100W	YER100W_mRNA	-71
V	359525	359527	3	+	2	18	0.5	3	0	1	0	Promoter	5	359562	360314	753	1	YER100W	YER100W_mRNA	-35
V	362696	362723	28	+	12	390	0.53	28	3.59	-0.48	0.31	Promoter	5	363100	363702	603	1	YER102W	YER102W_mRNA	-377
V	363088	363097	10	+	5	196	0.88	10	-3.69	1.25	0.68	Promoter	5	363100	363702	603	1	YER102W	YER102W_mRNA	-3
V	363247	363247	1	+	1	4	1	1	0	2	1	Exon (YER102W_mRNA/YER102W, exon 1 of 1)	5	363100	363702	603	1	YER102W	YER102W_mRNA	147
V	364524	364561	38	+	6	84	0.65	38	-4.46	0.28	0.33	Promoter	5	364589	366517	1929	1	YER103W	YER103W_mRNA	-28
V	366757	366793	37	+	3	24	0.62	37	1.12	0.67	0.16	Promoter	5	366802	367428	627	1	YER104W	YER104W_mRNA	-9
V	387131	387158	28	+	4	67	0.45	28	-0.63	0.16	0.08	Promoter	5	387232	387795	564	1	YER112W	YER112W_mRNA	-74
V	387191	387211	21	+	2	19	0.79	21	-5.79	1.26	0.26	Promoter	5	387232	387795	564	1	YER112W	YER112W_mRNA	-21
V	396727	396760	34	+	9	208	0.37	34	2.51	-0.34	0.26	Promoter	5	396769	397653	885	1	YER117W	YER117W_mRNA	-9
V	401066	401141	76	+	17	229	0.21	76	-1.37	-1.72	0.09	Promoter	5	401135	401869	735	1	YER120W	YER120W_mRNA	0
V	401232	401232	1	+	1	4	1	1	0	2	1	Promoter	5	401135	401869	735	1	YER120W	YER120W_mRNA	97
V	402338	402377	40	+	5	30	0.33	40	-2.93	-0.24	0.03	Promoter	5	402375	402719	345	1	YER121W	YER121W_mRNA	0
V	404625	404640	16	+	3	25	0.36	16	0.46	0.42	0	Promoter	5	404813	406387	1575	1	YER123W	YER123W_mRNA	-173
V	406558	406558	1	+	1	13	1	1	0	2	1	Distal Intergenic	5	404813	406387	1575	1	YER123W	YER123W_mRNA	1745
V	409661	409667	7	+	2	10	0.6	7	0.6	1.03	0.03	Promoter	5	410189	412618	2430	1	YER125W	YER125W_mRNA	-522
V	409698	409698	1	+	1	7	1	1	0	2	1	Promoter	5	410189	412618	2430	1	YER125W	YER125W_mRNA	-491
V	409727	409727	1	+	1	4	1	1	0	2	1	Promoter	5	410189	412618	2430	1	YER125W	YER125W_mRNA	-462
V	411933	411933	1	+	1	6	1	1	0	2	1	Exon (YER125W_mRNA/YER125W, exon 1 of 1)	5	410189	412618	2430	1	YER125W	YER125W_mRNA	1744
V	414442	414464	23	+	2	18	0.72	23	4.89	1.15	0.15	Promoter	5	414481	415554	1074	1	YER127W	YER127W_mRNA	-17
V	416725	416725	1	+	1	4	1	1	0	2	1	Promoter	5	417281	420709	3429	1	YER129W	YER129W_mRNA	-556
V	416757	416763	7	+	2	9	0.56	7	0.33	1.01	0.01	Promoter	5	417281	420709	3429	1	YER129W	YER129W_mRNA	-518
V	423477	423580	104	+	23	696	0.29	104	24.36	-1.66	0.19	Promoter	5	423952	424311	360	1	YER131W	YER131W_mRNA	-372
V	423952	423958	7	+	4	100	0.6	7	-0.99	0.46	0.23	Promoter	5	423952	424311	360	1	YER131W	YER131W_mRNA	0
V	432405	432468	64	+	17	156	0.21	64	-1.97	-1.75	0.08	Promoter	5	432495	433958	1464	1	YER133W	YER133W_mRNA	-27
V	433135	433135	1	+	1	4	1	1	0	2	1	Intron (YER133W_mRNA/YER133W, intron 1 of 1)	5	432495	433958	1464	1	YER133W	YER133W_mRNA	640
V	433203	433203	1	+	1	5	1	1	0	2	1	Exon (YER133W_mRNA/YER133W, exon 2 of 2)	5	432495	433958	1464	1	YER133W	YER133W_mRNA	708
V	439471	439479	9	+	2	17	0.76	9	2.12	1.21	0.21	Promoter	5	439616	440971	1356	1	YER136W	YER136W_mRNA	-137
V	439511	439533	23	+	4	21	0.29	23	2.52	0.02	0.01	Promoter	5	439616	440971	1356	1	YER136W	YER136W_mRNA	-83
V	439586	439586	1	+	1	4	1	1	0	2	1	Promoter	5	439616	440971	1356	1	YER136W	YER136W_mRNA	-30
V	440444	440444	1	+	1	4	1	1	0	2	1	Exon (YER136W_mRNA/YER136W, exon 1 of 1)	5	439616	440971	1356	1	YER136W	YER136W_mRNA	828
V	441987	442013	27	+	7	66	0.52	27	-5.41	-0.22	0.21	Promoter	5	441987	442508	522	1	SCR1	SCR1_ncRNA	0
V	442083	442083	1	+	1	11	1	1	0	2	1	Promoter	5	441987	442508	522	1	SCR1	SCR1_ncRNA	96
V	442124	442124	1	+	1	4	1	1	0	2	1	Exon (SCR1_ncRNA/SCR1, exon 1 of 1)	5	441987	442508	522	1	SCR1	SCR1_ncRNA	137
V	442603	442603	1	+	1	7	1	1	0	2	1	Distal Intergenic	5	441987	442508	522	1	SCR1	SCR1_ncRNA	616
V	449539	449539	1	+	1	28	1	1	0	2	1	Promoter	5	449474	449578	105	1	YER138W-A	YER138W-A_mRNA	65
V	451507	451507	1	+	1	9	1	1	0	2	1	Promoter	5	451565	453235	1671	1	YER140W	YER140W_mRNA	-58
V	451536	451536	1	+	1	4	1	1	0	2	1	Promoter	5	451565	453235	1671	1	YER140W	YER140W_mRNA	-29
V	453396	453429	34	+	7	61	0.28	34	3.73	-0.67	0.05	Promoter	5	453459	454919	1461	1	YER141W	YER141W_mRNA	-30
V	456249	456300	52	+	9	53	0.21	52	2.73	-1.08	0.03	Promoter	5	456319	457605	1287	1	YER143W	YER143W_mRNA	-19
V	462331	462331	1	+	1	4	1	1	0	2	1	Promoter	5	462585	462866	282	1	YER146W	YER146W_mRNA	-254
V	462530	462556	27	+	9	79	0.27	27	4.54	-0.95	0.07	Promoter	5	462585	462866	282	1	YER146W	YER146W_mRNA	-29
V	465092	465121	30	+	13	233	0.35	30	2.81	-0.96	0.2	Promoter	5	465303	466025	723	1	YER148W	YER148W_mRNA	-182
V	465164	465164	1	+	1	7	1	1	0	2	1	Promoter	5	465303	466025	723	1	YER148W	YER148W_mRNA	-139
V	468333	468379	47	+	8	194	0.47	47	-16.18	0.1	0.37	Promoter	5	468370	468816	447	1	YER150W	YER150W_mRNA	0
V	490085	490085	1	+	1	4	1	1	0	2	1	Downstream (1-2kb)	5	491487	491702	216	1	YER158W-A	YER158W-A_mRNA	-1402
V	503996	504005	10	+	2	17	0.59	10	0.79	1.02	0.02	Distal Intergenic	5	505392	509798	4407	1	YER164W	YER164W_mRNA	-1387
V	504068	504068	1	+	1	7	1	1	0	2	1	Distal Intergenic	5	505392	509798	4407	1	YER164W	YER164W_mRNA	-1324
V	505062	505124	63	+	8	112	0.45	63	0.46	-0.41	0.2	Promoter	5	505392	509798	4407	1	YER164W	YER164W_mRNA	-268
V	505275	505275	1	+	1	4	1	1	0	2	1	Promoter	5	505392	509798	4407	1	YER164W	YER164W_mRNA	-117
V	510223	510238	16	+	5	169	0.76	16	0.1	0.75	0.46	Promoter	5	510373	512106	1734	1	YER165W	YER165W_mRNA	-135
V	510267	510267	1	+	1	4	1	1	0	2	1	Promoter	5	510373	512106	1734	1	YER165W	YER165W_mRNA	-106
V	510729	510729	1	+	1	4	1	1	0	2	1	Exon (YER165W_mRNA/YER165W, exon 1 of 1)	5	510373	512106	1734	1	YER165W	YER165W_mRNA	356
V	512432	512509	78	+	11	118	0.21	78	1.48	-1.25	0.06	Promoter	5	512744	517459	4716	1	YER166W	YER166W_mRNA	-235
V	516985	516985	1	+	1	4	1	1	0	2	1	Exon (YER166W_mRNA/YER166W, exon 1 of 1)	5	518216	520771	2556	1	YER167W	YER167W_mRNA	-1231
V	517926	517926	1	+	1	11	1	1	0	2	1	Promoter	5	518216	520771	2556	1	YER167W	YER167W_mRNA	-290
V	523088	523111	24	+	2	13	0.69	24	-4.42	1.11	0.11	Promoter	5	523369	525759	2391	1	YER169W	YER169W_mRNA	-258
V	525951	525951	1	+	1	8	1	1	0	2	1	Promoter	5	525974	526651	678	1	YER170W	YER170W_mRNA	-23
V	526961	526971	11	+	3	16	0.44	11	1.62	0.45	0.02	Promoter	5	527082	529418	2337	1	YER171W	YER171W_mRNA	-111
V	536302	536302	1	+	1	4	1	1	0	2	1	Promoter	5	536300	538279	1980	1	YER173W	YER173W_mRNA	2
V	540724	540724	1	+	1	4	1	1	0	2	1	Promoter	5	540650	540814	165	1	YER175W-A	YER175W-A_mRNA	74
V	541638	541670	33	+	7	91	0.44	33	-6.75	-0.37	0.16	Promoter	5	541690	545055	3366	1	YER176W	YER176W_mRNA	-20
V	545486	545511	26	+	6	38	0.37	26	-1.34	-0.4	0.07	Promoter	5	545611	546414	804	1	YER177W	YER177W_mRNA	-100
V	545556	545613	58	+	14	299	0.4	58	-14.01	-0.95	0.22	Promoter	5	545611	546414	804	1	YER177W	YER177W_mRNA	0
V	546784	546792	9	+	2	42	0.6	9	-0.76	1.03	0.03	Promoter	5	546817	548079	1263	1	YER178W	YER178W_mRNA	-25
V	552481	552516	36	+	4	30	0.5	36	-2.03	0.23	0.12	Promoter	5	552525	553259	735	1	YER182W	YER182W_mRNA	-9
V	554137	554137	1	+	1	5	1	1	0	2	1	Distal Intergenic	5	552525	553259	735	1	YER182W	YER182W_mRNA	1612
V	3456	3456	1	-	1	9	1	1	0	2	1	Exon (YEL077C_mRNA/YEL077C, exon 1 of 1)	5	264	4097	3834	2	YEL077C	YEL077C_mRNA	641
V	25989	26018	30	-	3	14	0.43	30	-1.64	0.44	0.02	Promoter	5	25646	25978	333	2	YEL068C	YEL068C_mRNA	-40
V	33660	33717	58	-	11	124	0.22	58	-4	-1.21	0.07	Promoter	5	31694	33466	1773	2	YEL063C	YEL063C_mRNA	-251
V	39627	39660	34	-	4	30	0.33	34	1	0.07	0.04	Promoter	5	36535	39537	3003	2	YEL061C	YEL061C_mRNA	-123
V	41976	42016	41	-	8	184	0.4	41	5.28	-0.54	0.15	Promoter	5	40046	41953	1908	2	YEL060C	YEL060C_mRNA	-63
V	42118	42118	1	-	1	8	1	1	0	2	1	Promoter	5	40046	41953	1908	2	YEL060C	YEL060C_mRNA	-165
V	42668	42701	34	-	3	19	0.47	34	6.08	0.49	0.05	Promoter	5	42400	42624	225	2	YEL059C-A	YEL059C-A_mRNA	-77
V	43069	43069	1	-	1	5	1	1	0	2	1	Promoter	5	42400	42624	225	2	YEL059C-A	YEL059C-A_mRNA	-445
V	51537	51634	98	-	13	124	0.21	98	15.27	-1.37	0.09	Promoter	5	48471	51539	3069	2	YEL055C	YEL055C_mRNA	0
V	53203	53260	58	-	11	182	0.45	58	10.7	-0.67	0.23	Promoter	5	52721	53218	498	2	YEL054C	YEL054C_mRNA	0
V	56148	56170	23	-	2	23	0.7	23	4.3	1.11	0.11	Promoter	5	53901	56102	2202	2	YEL053C	YEL053C_mRNA	-68
V	60880	60930	51	-	6	51	0.33	51	-4.35	-0.42	0.06	Promoter	5	59670	60851	1182	2	YEL050C	YEL050C_mRNA	-79
V	65188	65188	1	-	1	4	1	1	0	2	1	Promoter	5	64709	65167	459	2	YEL048C	YEL048C_mRNA	-21
V	66811	66811	1	-	1	7	1	1	0	2	1	Promoter	5	65385	66797	1413	2	YEL047C	YEL047C_mRNA	-14
V	68894	68910	17	-	5	46	0.52	17	-4.22	0.07	0.17	Promoter	5	67629	68792	1164	2	YEL046C	YEL046C_mRNA	-118
V	70203	70203	1	-	1	5	1	1	0	2	1	Promoter	5	68840	69265	426	2	YEL045C	YEL045C_mRNA	-938
V	80043	80072	30	-	6	75	0.43	30	-0.81	-0.23	0.14	Promoter	5	79636	79977	342	2	YEL039C	YEL039C_mRNA	-95
V	80108	80108	1	-	1	6	1	1	0	2	1	Promoter	5	79636	79977	342	2	YEL039C	YEL039C_mRNA	-131
V	80163	80172	10	-	2	8	0.5	10	0	1	0	Promoter	5	79636	79977	342	2	YEL039C	YEL039C_mRNA	-195
V	82711	82814	104	-	18	182	0.1	104	-5.47	-2.02	0.04	Promoter	5	81407	82603	1197	2	YEL037C	YEL037C_mRNA	-211
V	83790	83791	2	-	2	11	0.64	2	0.14	1.05	0.05	Exon (YEL036C_mRNA/YEL036C, exon 1 of 1)	5	83050	84552	1503	2	YEL036C	YEL036C_mRNA	762
V	84697	84697	1	-	1	7	1	1	0	2	1	Promoter	5	83050	84552	1503	2	YEL036C	YEL036C_mRNA	-145
V	97861	97861	1	-	1	6	1	1	0	2	1	Promoter	5	96858	97796	939	2	YEL029C	YEL029C_mRNA	-65
V	118035	118035	1	-	1	10	1	1	0	2	1	Promoter	5	117667	118035	369	2	RPR1	RPR1_ncRNA	0
V	118119	118119	1	-	1	6	1	1	0	2	1	Promoter	5	117667	118035	369	2	RPR1	RPR1_ncRNA	-84
V	121311	121311	1	-	1	10	1	1	0	2	1	Promoter	5	120498	121301	804	2	YEL019C	YEL019C_mRNA	-10
V	121337	121337	1	-	1	4	1	1	0	2	1	Promoter	5	120498	121301	804	2	YEL019C	YEL019C_mRNA	-36
V	122937	122977	41	-	10	87	0.29	41	4.72	-1.07	0.08	Promoter	5	122798	122929	132	2	YEL017C-A	YEL017C-A_mRNA	-48
V	126401	126421	21	-	2	21	0.81	21	-6.19	1.3	0.3	Promoter	5	124737	126218	1482	2	YEL016C	YEL016C_mRNA	-203
V	136985	136989	5	-	2	14	0.64	5	0.57	1.06	0.06	Promoter	5	136371	136778	408	2	YEL009C-A	YEL009C-A_mRNA	-211
V	140311	140367	57	-	15	353	0.25	57	1.21	-1.32	0.15	Downstream (1-2kb)	5	140726	140818	93	2	YEL008C-A	YEL008C-A_mRNA	507
V	140978	140978	1	-	1	5	1	1	0	2	1	Promoter	5	140726	140818	93	2	YEL008C-A	YEL008C-A_mRNA	-160
V	150052	150090	39	-	5	76	0.39	39	-8.47	0.04	0.16	Promoter	5	148722	150014	1293	2	YEL002C	YEL002C_mRNA	-76
V	150957	151034	78	-	10	71	0.25	78	7.96	-1.12	0.06	Promoter	5	150301	150978	678	2	YEL001C	YEL001C_mRNA	0
V	159138	159162	25	-	5	79	0.34	25	1.01	-0.11	0.09	Promoter	5	157736	159118	1383	2	YER003C	YER003C_mRNA	-44
V	166894	166916	23	-	4	19	0.32	23	2.89	0.02	0.01	Promoter	5	166237	166885	649	2	YER007C-A	YER007C-A_mRNA	-31
V	167586	167586	1	-	1	16	1	1	0	2	1	Promoter	5	167427	167586	160	2	snR14	snR14_snRNA	0
V	171875	171875	1	-	1	6	1	1	0	2	1	Promoter	5	167808	171818	4011	2	YER008C	YER008C_mRNA	-57
V	178577	178590	14	-	2	9	0.56	14	0.72	1.01	0.01	Distal Intergenic	5	172634	173338	705	2	YER010C	YER010C_mRNA	-5252
V	188079	188083	5	-	2	9	0.56	5	0.22	1.01	0.01	Distal Intergenic	5	183731	184700	970	2	YER014C-A	YER014C-A_mRNA	-3383
V	191841	191841	1	-	1	7	1	1	0	2	1	Promoter	5	189503	191788	2286	2	YER017C	YER017C_mRNA	-53
V	191869	191884	16	-	2	13	0.62	16	-1.73	1.04	0.04	Promoter	5	189503	191788	2286	2	YER017C	YER017C_mRNA	-96
V	191910	191910	1	-	1	6	1	1	0	2	1	Promoter	5	189503	191788	2286	2	YER017C	YER017C_mRNA	-122
V	192679	192679	1	-	1	6	1	1	0	2	1	Promoter	5	191959	192624	666	2	YER018C	YER018C_mRNA	-55
V	194590	194610	21	-	5	35	0.26	21	-2.09	-0.28	0.02	Promoter	5	194273	194539	267	2	YER019C-A	YER019C-A_mRNA	-71
V	194890	194890	1	-	1	4	1	1	0	2	1	Promoter	5	194273	194539	267	2	YER019C-A	YER019C-A_mRNA	-351
V	208344	208344	1	-	1	10	1	1	0	2	1	Exon (YER026C_mRNA/YER026C, exon 1 of 1)	5	207644	208474	831	2	YER026C	YER026C_mRNA	130
V	208373	208373	1	-	1	4	1	1	0	2	1	Exon (YER026C_mRNA/YER026C, exon 1 of 1)	5	207644	208474	831	2	YER026C	YER026C_mRNA	101
V	208399	208399	1	-	1	5	1	1	0	2	1	Promoter	5	207644	208474	831	2	YER026C	YER026C_mRNA	75
V	208427	208427	1	-	1	5	1	1	0	2	1	Promoter	5	207644	208474	831	2	YER026C	YER026C_mRNA	47
V	208463	208570	108	-	29	304	0.11	108	-2.32	-2.53	0.07	Promoter	5	207644	208474	831	2	YER026C	YER026C_mRNA	0
V	210226	210242	17	-	2	13	0.69	17	-3.08	1.11	0.11	Promoter	5	208979	210232	1254	2	YER027C	YER027C_mRNA	0
V	210299	210355	57	-	11	116	0.28	57	-13.46	-1.13	0.1	Promoter	5	208979	210232	1254	2	YER027C	YER027C_mRNA	-123
V	211905	211905	1	-	1	9	1	1	0	2	1	Promoter	5	210692	211876	1185	2	YER028C	YER028C_mRNA	-29
V	211944	211968	25	-	4	35	0.51	25	-5.26	0.26	0.13	Promoter	5	210692	211876	1185	2	YER028C	YER028C_mRNA	-92
V	213222	213248	27	-	5	97	0.65	27	5.3	0.41	0.32	Promoter	5	212587	213177	591	2	YER029C	YER029C_mRNA	-71
V	214770	214770	1	-	1	10	1	1	0	2	1	Promoter	5	214076	214747	672	2	YER031C	YER031C_mRNA	-23
V	221310	221310	1	-	1	7	1	1	0	2	1	Promoter	5	218057	221287	3231	2	YER033C	YER033C_mRNA	-23
V	221489	221489	1	-	1	7	1	1	0	2	1	Promoter	5	218057	221287	3231	2	YER033C	YER033C_mRNA	-202
V	225224	225232	9	-	3	75	0.45	9	-0.55	0.47	0.03	Promoter	5	223367	225199	1833	2	YER036C	YER036C_mRNA	-33
V	228232	228262	31	-	4	19	0.32	31	2.16	0.02	0.01	Promoter	5	226858	228252	1395	2	YER038C	YER038C_mRNA	0
V	229498	229498	1	-	1	4	1	1	0	2	1	Promoter	5	229263	229481	219	2	YER039C-A	YER039C-A_mRNA	-17
V	237139	237153	15	-	4	61	0.36	15	0.67	0.21	0.1	Promoter	5	235770	237119	1350	2	YER043C	YER043C_mRNA	-34
V	237197	237203	7	-	2	11	0.64	7	0.82	1.05	0.05	Promoter	5	235770	237119	1350	2	YER043C	YER043C_mRNA	-84
V	238055	238055	1	-	1	5	1	1	0	2	1	Promoter	5	237570	238016	447	2	YER044C	YER044C_mRNA	-39
V	238096	238096	1	-	1	5	1	1	0	2	1	Promoter	5	237570	238016	447	2	YER044C	YER044C_mRNA	-80
V	246618	246618	1	-	1	7	1	1	0	2	1	Promoter	5	243810	246503	2694	2	YER047C	YER047C_mRNA	-115
V	246670	246702	33	-	5	60	0.43	33	-0.92	-0.07	0.11	Promoter	5	243810	246503	2694	2	YER047C	YER047C_mRNA	-199
V	248112	248112	1	-	1	4	1	1	0	2	1	Promoter	5	246982	248157	1176	2	YER048C	YER048C_mRNA	45
V	248157	248165	9	-	2	10	0.5	9	0	1	0	Promoter	5	246982	248157	1176	2	YER048C	YER048C_mRNA	0
V	248211	248259	49	-	8	92	0.3	49	0.05	-0.65	0.12	Promoter	5	246982	248157	1176	2	YER048C	YER048C_mRNA	-102
V	254417	254446	30	-	4	53	0.45	30	7.46	0.28	0.14	Promoter	5	253971	254387	417	2	YER050C	YER050C_mRNA	-59
V	258022	258060	39	-	5	32	0.25	39	1.56	-0.3	0.01	Promoter	5	256375	257958	1584	2	YER052C	YER052C_mRNA	-102
V	258098	258098	1	-	1	5	1	1	0	2	1	Promoter	5	256375	257958	1584	2	YER052C	YER052C_mRNA	-140
V	259678	259678	1	-	1	4	1	1	0	2	1	Promoter	5	258737	259639	903	2	YER053C	YER053C_mRNA	-39
V	259713	259737	25	-	4	45	0.6	25	7.96	0.45	0.23	Promoter	5	258737	259639	903	2	YER053C	YER053C_mRNA	-98
V	259806	259806	1	-	1	6	1	1	0	2	1	Promoter	5	258737	259639	903	2	YER053C	YER053C_mRNA	-167
V	261096	261096	1	-	1	17	1	1	0	2	1	Promoter	5	260933	261046	114	2	YER053C-A	YER053C-A_mRNA	-50
V	263102	263102	1	-	1	4	1	1	0	2	1	Exon (YER054C_mRNA/YER054C, exon 1 of 1)	5	262052	263698	1647	2	YER054C	YER054C_mRNA	596
V	263138	263159	22	-	4	19	0.32	22	1.13	0.02	0.01	Exon (YER054C_mRNA/YER054C, exon 1 of 1)	5	262052	263698	1647	2	YER054C	YER054C_mRNA	560
V	263275	263275	1	-	1	8	1	1	0	2	1	Exon (YER054C_mRNA/YER054C, exon 1 of 1)	5	262052	263698	1647	2	YER054C	YER054C_mRNA	423
V	263315	263315	1	-	1	7	1	1	0	2	1	Exon (YER054C_mRNA/YER054C, exon 1 of 1)	5	262052	263698	1647	2	YER054C	YER054C_mRNA	383
V	263998	263998	1	-	1	4	1	1	0	2	1	Promoter	5	262052	263698	1647	2	YER054C	YER054C_mRNA	-300
V	264032	264041	10	-	2	12	0.58	10	0.75	1.02	0.02	Promoter	5	262052	263698	1647	2	YER054C	YER054C_mRNA	-343
V	264066	264149	84	-	7	69	0.41	84	0.59	-0.48	0.12	Promoter	5	262052	263698	1647	2	YER054C	YER054C_mRNA	-451
V	265783	265847	65	-	12	101	0.19	65	4.61	-1.44	0.04	Promoter	5	264892	265785	894	2	YER055C	YER055C_mRNA	0
V	265878	265918	41	-	4	29	0.41	41	-3.45	0.11	0.06	Promoter	5	264892	265785	894	2	YER055C	YER055C_mRNA	-133
V	268182	268204	23	-	3	53	0.77	23	5.83	1.01	0.37	Promoter	5	266512	268113	1602	2	YER056C	YER056C_mRNA	-91
V	270183	270233	51	-	15	324	0.28	51	-5.49	-1.18	0.19	Promoter	5	269423	270185	763	2	YER056C-A	YER056C-A_mRNA	0
V	271140	271206	67	-	10	88	0.14	67	-2.01	-1.27	0.01	Promoter	5	270737	271126	390	2	YER057C	YER057C_mRNA	-80
V	279612	279624	13	-	2	10	0.6	13	1.2	1.03	0.03	Promoter	5	278298	279626	1329	2	YER061C	YER061C_mRNA	14
V	279657	279665	9	-	2	11	0.55	9	-0.36	1.01	0.01	Promoter	5	278298	279626	1329	2	YER061C	YER061C_mRNA	-39
V	280742	280748	7	-	2	18	0.61	7	0.67	1.04	0.04	Promoter	5	279930	280682	753	2	YER062C	YER062C_mRNA	-66
V	284282	284292	11	-	3	17	0.41	11	-1	0.45	0.02	Promoter	5	282705	284222	1518	2	YER064C	YER064C_mRNA	-70
V	286957	286968	12	-	2	29	0.72	12	2.47	1.15	0.15	Promoter	5	285241	286914	1674	2	YER065C	YER065C_mRNA	-54
V	287182	287182	1	-	1	7	1	1	0	2	1	Promoter	5	285241	286914	1674	2	YER065C	YER065C_mRNA	-268
V	287235	287235	1	-	1	5	1	1	0	2	1	Promoter	5	285241	286914	1674	2	YER065C	YER065C_mRNA	-321
V	311343	311343	1	-	1	6	1	1	0	2	1	Promoter	5	308413	311199	2787	2	YER075C	YER075C_mRNA	-144
V	313976	313976	1	-	1	4	1	1	0	2	1	Promoter	5	312590	313498	909	2	YER076C	YER076C_mRNA	-478
V	316532	316598	67	-	6	32	0.25	67	-6.53	-0.52	0.02	Promoter	5	314534	316600	2067	2	YER077C	YER077C_mRNA	68
V	318541	318541	1	-	1	4	1	1	0	2	1	Promoter	5	316807	318342	1536	2	YER078C	YER078C_mRNA	-199
V	325957	325990	34	-	3	16	0.44	34	-2.31	0.45	0.02	Promoter	5	324272	325936	1665	2	YER082C	YER082C_mRNA	-54
V	326024	326037	14	-	3	22	0.55	14	-2.41	0.55	0.09	Promoter	5	324272	325936	1665	2	YER082C	YER082C_mRNA	-101
V	327025	327076	52	-	11	94	0.31	52	1.43	-1.12	0.1	Promoter	5	326174	327031	858	2	YER083C	YER083C_mRNA	0
V	328231	328231	1	-	1	4	1	1	0	2	1	Promoter	5	327619	328140	522	2	YER085C	YER085C_mRNA	-91
